"model";"scenario";"Category";"Scope";"region";"Baseline";"variable";"value";"unit";"period"
"MESSAGEix-GLOBIOM_1.0";"NPi2020_400_V4";"Carbon budget 400";"global";"CHN";"NoPolicy_V4";"Budget|Emissions|CO2";187.717678274958;"MtCO2";2050
"POLES CDL";"NPi2020_400_V4";"Carbon budget 400";"global";"CHN";"NoPolicy_V4";"Budget|Emissions|CO2";304.811538408203;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi2020_400_V4";"Carbon budget 400";"global";"CHN";"NoPolicy_V4";"Budget|Emissions|CO2";216.1362474;"MtCO2";2050
"WITCH2016";"NPi2020_400_V4";"Carbon budget 400";"global";"CHN";"NoPolicy_V4";"Budget|Emissions|CO2";241.208482869734;"MtCO2";2050
"*IPAC-AIM/technology V1.0";"NPi2020_low_V4";"Carbon budget 1000";"national";"CHN";"NoPOL_V4";"Budget|Emissions|CO2";287.760778655691;"MtCO2";2050
"*China TIMES";"NPi2020_low_V4";"Carbon budget 1000";"national";"CHN";NA;"Budget|Emissions|CO2";282.54928487106;"MtCO2";2050
"*India MARKAL";"INDC_V4";"NDC";"national";"IND";"NoPOL_V4";"Budget|Emissions|CO2";231.34286191;"MtCO2";2050
"*AIM-India [IIMA]";"INDC_V4";"NDC";"national";"IND";"NoPOL_V4";"Budget|Emissions|CO2";144.32576133504;"MtCO2";2050
"AIM V2.1";"INDCi_V4";"NDC";"global";"IND";"NoPolicy_V4";"Budget|Emissions|CO2";102.8054845;"MtCO2";2050
"COPPE-COFFEE 1.0";"INDCi_V4";"NDC";"global";"IND";"NoPolicy_V4";"Budget|Emissions|CO2";142.754185696;"MtCO2";2050
"GEM-E3";"INDCi_V4";"NDC";"global";"IND";"NoPolicy_V4";"Budget|Emissions|CO2";122.436858133054;"MtCO2";2050
"IMAGE 3.0";"INDCi_V4";"NDC";"global";"IND";"NoPolicy_V4";"Budget|Emissions|CO2";154.471633965866;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"INDCi_V4";"NDC";"global";"IND";"NoPolicy_V4";"Budget|Emissions|CO2";170.999084340502;"MtCO2";2050
"POLES CDL";"INDCi_V4";"NDC";"global";"IND";"NoPolicy_V4";"Budget|Emissions|CO2";173.093153411719;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"INDCi_V4";"NDC";"global";"IND";"NoPolicy_V4";"Budget|Emissions|CO2";197.8677868;"MtCO2";2050
"WITCH2016";"INDCi_V4";"NDC";"global";"IND";"NoPolicy_V4";"Budget|Emissions|CO2";161.917641369865;"MtCO2";2050
"*India MARKAL";"NoPOL_V4";"No policy";"national";"IND";"-";"Budget|Emissions|CO2";288.2258726;"MtCO2";2050
"AIM V2.1";"NoPolicy_V4";"No policy";"global";"IND";"-";"Budget|Emissions|CO2";111.3710378;"MtCO2";2050
"COPPE-COFFEE 1.0";"NoPolicy_V4";"No policy";"global";"IND";"-";"Budget|Emissions|CO2";143.267182291;"MtCO2";2050
"IMAGE 3.0";"NoPolicy_V4";"No policy";"global";"IND";"-";"Budget|Emissions|CO2";162.875694391434;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NoPolicy_V4";"No policy";"global";"IND";"-";"Budget|Emissions|CO2";181.66091151008;"MtCO2";2050
"POLES CDL";"NoPolicy_V4";"No policy";"global";"IND";"-";"Budget|Emissions|CO2";182.589694671484;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NoPolicy_V4";"No policy";"global";"IND";"-";"Budget|Emissions|CO2";218.0366013;"MtCO2";2050
"WITCH2016";"NoPolicy_V4";"No policy";"global";"IND";"-";"Budget|Emissions|CO2";165.199869990622;"MtCO2";2050
"AIM V2.1";"NPi_V4";"National policies";"global";"IND";"NoPolicy_V4";"Budget|Emissions|CO2";107.0348191;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi_V4";"National policies";"global";"IND";"NoPolicy_V4";"Budget|Emissions|CO2";141.355660486;"MtCO2";2050
"GEM-E3";"NPi_V4";"National policies";"global";"IND";"NoPolicy_V4";"Budget|Emissions|CO2";121.815167382036;"MtCO2";2050
"IMAGE 3.0";"NPi_V4";"National policies";"global";"IND";"NoPolicy_V4";"Budget|Emissions|CO2";156.454413954653;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NPi_V4";"National policies";"global";"IND";"NoPolicy_V4";"Budget|Emissions|CO2";178.511530222664;"MtCO2";2050
"POLES CDL";"NPi_V4";"National policies";"global";"IND";"NoPolicy_V4";"Budget|Emissions|CO2";173.471665130469;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi_V4";"National policies";"global";"IND";"NoPolicy_V4";"Budget|Emissions|CO2";203.1725275;"MtCO2";2050
"WITCH2016";"NPi_V4";"National policies";"global";"IND";"NoPolicy_V4";"Budget|Emissions|CO2";163.724167786445;"MtCO2";2050
"*India MARKAL";"NPi_V4";"National policies";"national";"IND";"NoPolicy_V4";"Budget|Emissions|CO2";256.45343381;"MtCO2";2050
"*AIM-India [IIMA]";"NPi_V4";"National policies";"national";"IND";"NoPolicy_V4";"Budget|Emissions|CO2";159.760881403546;"MtCO2";2050
"AIM V2.1";"NPi2020_1000_V4";"Carbon budget 1000";"global";"IND";"NoPolicy_V4";"Budget|Emissions|CO2";42.2476171;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"IND";"NoPolicy_V4";"Budget|Emissions|CO2";101.93321839;"MtCO2";2050
"GEM-E3";"NPi2020_1000_V4";"Carbon budget 1000";"global";"IND";"NoPolicy_V4";"Budget|Emissions|CO2";60.0235999148589;"MtCO2";2050
"IMAGE 3.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"IND";"NoPolicy_V4";"Budget|Emissions|CO2";68.7613354758148;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"IND";"NoPolicy_V4";"Budget|Emissions|CO2";94.7801483683208;"MtCO2";2050
"POLES CDL";"NPi2020_1000_V4";"Carbon budget 1000";"global";"IND";"NoPolicy_V4";"Budget|Emissions|CO2";100.55017343125;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"IND";"NoPolicy_V4";"Budget|Emissions|CO2";109.5323953;"MtCO2";2050
"WITCH2016";"NPi2020_1000_V4";"Carbon budget 1000";"global";"IND";"NoPolicy_V4";"Budget|Emissions|CO2";67.6068360048303;"MtCO2";2050
"AIM V2.1";"NPi2020_400_V4";"Carbon budget 400";"global";"IND";"NoPolicy_V4";"Budget|Emissions|CO2";36.8720586;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi2020_400_V4";"Carbon budget 400";"global";"IND";"NoPolicy_V4";"Budget|Emissions|CO2";66.64354477;"MtCO2";2050
"GEM-E3";"NPi2020_400_V4";"Carbon budget 400";"global";"IND";"NoPolicy_V4";"Budget|Emissions|CO2";50.6234955676337;"MtCO2";2050
"IMAGE 3.0";"NPi2020_400_V4";"Carbon budget 400";"global";"IND";"NoPolicy_V4";"Budget|Emissions|CO2";48.9604784628555;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NPi2020_400_V4";"Carbon budget 400";"global";"IND";"NoPolicy_V4";"Budget|Emissions|CO2";66.5610235241195;"MtCO2";2050
"POLES CDL";"NPi2020_400_V4";"Carbon budget 400";"global";"IND";"NoPolicy_V4";"Budget|Emissions|CO2";74.0007026976074;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi2020_400_V4";"Carbon budget 400";"global";"IND";"NoPolicy_V4";"Budget|Emissions|CO2";94.8007927;"MtCO2";2050
"WITCH2016";"NPi2020_400_V4";"Carbon budget 400";"global";"IND";"NoPolicy_V4";"Budget|Emissions|CO2";52.6064730270159;"MtCO2";2050
"*India MARKAL";"NPi2020_low_V4";"Carbon budget 1000";"national";"IND";"NoPOL_V4";"Budget|Emissions|CO2";193.50591298;"MtCO2";2050
"*AIM-India [IIMA]";"NPi2020_low_V4";"Carbon budget 1000";"national";"IND";"NoPOL_V4";"Budget|Emissions|CO2";128.364750891706;"MtCO2";2050
"*AIM-India [IIMA]";"NPi2020_verylow_V4";"Carbon budget 400";"national";"IND";"NoPolicy_V4";"Budget|Emissions|CO2";110.705401064211;"MtCO2";2050
"AIM V2.1";"INDCi_V4";"NDC";"global";"EU";"NoPolicy_V4";"Budget|Emissions|CO2";132.3935899;"MtCO2";2050
"DNE21+ V.14";"INDCi_V4";"NDC";"global";"EU";"NoPolicy_V4";"Budget|Emissions|CO2";126.823793450028;"MtCO2";2050
"GEM-E3";"INDCi_V4";"NDC";"global";"EU";"NoPolicy_V4";"Budget|Emissions|CO2";97.9036317759499;"MtCO2";2050
"GEM-E3_EU";"INDCi_V4";"NDC";"global";"EU";"NoPolicy_V4";"Budget|Emissions|CO2";101.846184104234;"MtCO2";2050
"IMAGE 3.0";"INDCi_V4";"NDC";"global";"EU";"NoPolicy_V4";"Budget|Emissions|CO2";124.002880756207;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"INDCi_V4";"NDC";"global";"EU";"NoPolicy_V4";"Budget|Emissions|CO2";167.166283138477;"MtCO2";2050
"POLES CDL";"INDCi_V4";"NDC";"global";"EU";"NoPolicy_V4";"Budget|Emissions|CO2";92.8005396337891;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"INDCi_V4";"NDC";"global";"EU";"NoPolicy_V4";"Budget|Emissions|CO2";105.5493855;"MtCO2";2050
"WITCH2016";"INDCi_V4";"NDC";"global";"EU";"NoPolicy_V4";"Budget|Emissions|CO2";114.921506361426;"MtCO2";2050
"AIM V2.1";"NoPolicy_V4";"No policy";"global";"EU";"-";"Budget|Emissions|CO2";182.5013465;"MtCO2";2050
"DNE21+ V.14";"NoPolicy_V4";"No policy";"global";"EU";"-";"Budget|Emissions|CO2";183.895161496251;"MtCO2";2050
"IMAGE 3.0";"NoPolicy_V4";"No policy";"global";"EU";"-";"Budget|Emissions|CO2";152.497583626941;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NoPolicy_V4";"No policy";"global";"EU";"-";"Budget|Emissions|CO2";200.956762814784;"MtCO2";2050
"POLES CDL";"NoPolicy_V4";"No policy";"global";"EU";"-";"Budget|Emissions|CO2";125.546640341797;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NoPolicy_V4";"No policy";"global";"EU";"-";"Budget|Emissions|CO2";141.8351166;"MtCO2";2050
"WITCH2016";"NoPolicy_V4";"No policy";"global";"EU";"-";"Budget|Emissions|CO2";136.341941991813;"MtCO2";2050
"AIM V2.1";"NPi_V4";"National policies";"global";"EU";"NoPolicy_V4";"Budget|Emissions|CO2";169.8773475;"MtCO2";2050
"DNE21+ V.14";"NPi_V4";"National policies";"global";"EU";"NoPolicy_V4";"Budget|Emissions|CO2";165.127679454716;"MtCO2";2050
"GEM-E3";"NPi_V4";"National policies";"global";"EU";"NoPolicy_V4";"Budget|Emissions|CO2";120.338633411728;"MtCO2";2050
"GEM-E3_EU";"NPi_V4";"National policies";"global";"EU";"NoPolicy_V4";"Budget|Emissions|CO2";123.012216462823;"MtCO2";2050
"IMAGE 3.0";"NPi_V4";"National policies";"global";"EU";"NoPolicy_V4";"Budget|Emissions|CO2";135.649241675947;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NPi_V4";"National policies";"global";"EU";"NoPolicy_V4";"Budget|Emissions|CO2";177.883788879814;"MtCO2";2050
"POLES CDL";"NPi_V4";"National policies";"global";"EU";"NoPolicy_V4";"Budget|Emissions|CO2";108.899869101563;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi_V4";"National policies";"global";"EU";"NoPolicy_V4";"Budget|Emissions|CO2";125.3652378;"MtCO2";2050
"WITCH2016";"NPi_V4";"National policies";"global";"EU";"NoPolicy_V4";"Budget|Emissions|CO2";125.794621449535;"MtCO2";2050
"*PRIMES_V1";"NPi_V4";"National policies";"national";"EU";"NoPolicy_V4";"Budget|Emissions|CO2";124.169333926756;"MtCO2";2050
"AIM V2.1";"NPi2020_1000_V4";"Carbon budget 1000";"global";"EU";"NoPolicy_V4";"Budget|Emissions|CO2";113.9512538;"MtCO2";2050
"DNE21+ V.14";"NPi2020_1000_V4";"Carbon budget 1000";"global";"EU";"NoPolicy_V4";"Budget|Emissions|CO2";112.737961121991;"MtCO2";2050
"GEM-E3";"NPi2020_1000_V4";"Carbon budget 1000";"global";"EU";"NoPolicy_V4";"Budget|Emissions|CO2";96.0464607322868;"MtCO2";2050
"GEM-E3_EU";"NPi2020_1000_V4";"Carbon budget 1000";"global";"EU";"NoPolicy_V4";"Budget|Emissions|CO2";100.090801668601;"MtCO2";2050
"IMAGE 3.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"EU";"NoPolicy_V4";"Budget|Emissions|CO2";94.0350260216051;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"EU";"NoPolicy_V4";"Budget|Emissions|CO2";127.313947205165;"MtCO2";2050
"POLES CDL";"NPi2020_1000_V4";"Carbon budget 1000";"global";"EU";"NoPolicy_V4";"Budget|Emissions|CO2";94.2607581396484;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"EU";"NoPolicy_V4";"Budget|Emissions|CO2";100.2536202;"MtCO2";2050
"WITCH2016";"NPi2020_1000_V4";"Carbon budget 1000";"global";"EU";"NoPolicy_V4";"Budget|Emissions|CO2";69.6218978350538;"MtCO2";2050
"AIM V2.1";"NPi2020_400_V4";"Carbon budget 400";"global";"EU";"NoPolicy_V4";"Budget|Emissions|CO2";101.1142763;"MtCO2";2050
"DNE21+ V.14";"NPi2020_400_V4";"Carbon budget 400";"global";"EU";"NoPolicy_V4";"Budget|Emissions|CO2";69.5483994931323;"MtCO2";2050
"GEM-E3";"NPi2020_400_V4";"Carbon budget 400";"global";"EU";"NoPolicy_V4";"Budget|Emissions|CO2";88.5917355820355;"MtCO2";2050
"GEM-E3_EU";"NPi2020_400_V4";"Carbon budget 400";"global";"EU";"NoPolicy_V4";"Budget|Emissions|CO2";92.9259142976722;"MtCO2";2050
"IMAGE 3.0";"NPi2020_400_V4";"Carbon budget 400";"global";"EU";"NoPolicy_V4";"Budget|Emissions|CO2";84.915542136064;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NPi2020_400_V4";"Carbon budget 400";"global";"EU";"NoPolicy_V4";"Budget|Emissions|CO2";96.8360535252608;"MtCO2";2050
"POLES CDL";"NPi2020_400_V4";"Carbon budget 400";"global";"EU";"NoPolicy_V4";"Budget|Emissions|CO2";81.3045614538574;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi2020_400_V4";"Carbon budget 400";"global";"EU";"NoPolicy_V4";"Budget|Emissions|CO2";87.4747916;"MtCO2";2050
"WITCH2016";"NPi2020_400_V4";"Carbon budget 400";"global";"EU";"NoPolicy_V4";"Budget|Emissions|CO2";49.4544005933246;"MtCO2";2050
"*PRIMES_V1";"NPi2020_low_V4";"Carbon budget 1000";"national";"EU";"NoPOL_V4";"Budget|Emissions|CO2";98.8956327396382;"MtCO2";2050
"*PRIMES_V1";"NPi2020_verylow_V4";"Carbon budget 400";"national";"EU";"NoPolicy_V4";"Budget|Emissions|CO2";95.7786909999228;"MtCO2";2050
"*AIM/Enduse[Japan]";"INDC_V4";"NDC";"national";"JPN";"NoPOL_V4";"Budget|Emissions|CO2";39.8009836786;"MtCO2";2050
"*DNE21+ V.14 (national)";"INDC_V4";"NDC";"national";"JPN";"NoPOL_V4";"Budget|Emissions|CO2";39.7640341267862;"MtCO2";2050
"AIM V2.1";"INDCi_V4";"NDC";"global";"JPN";"NoPolicy_V4";"Budget|Emissions|CO2";47.3689037;"MtCO2";2050
"COPPE-COFFEE 1.0";"INDCi_V4";"NDC";"global";"JPN";"NoPolicy_V4";"Budget|Emissions|CO2";42.88617668;"MtCO2";2050
"DNE21+ V.14";"INDCi_V4";"NDC";"global";"JPN";"NoPolicy_V4";"Budget|Emissions|CO2";40.8458493088009;"MtCO2";2050
"GEM-E3";"INDCi_V4";"NDC";"global";"JPN";"NoPolicy_V4";"Budget|Emissions|CO2";39.8793541283161;"MtCO2";2050
"IMAGE 3.0";"INDCi_V4";"NDC";"global";"JPN";"NoPolicy_V4";"Budget|Emissions|CO2";41.0065034827318;"MtCO2";2050
"POLES CDL";"INDCi_V4";"NDC";"global";"JPN";"NoPolicy_V4";"Budget|Emissions|CO2";38.552521512207;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"INDCi_V4";"NDC";"global";"JPN";"NoPolicy_V4";"Budget|Emissions|CO2";41.5446326;"MtCO2";2050
"*AIM/Enduse[Japan]";"NoPOL_V4";"No policy";"national";"JPN";"-";"Budget|Emissions|CO2";50.3265986;"MtCO2";2050
"*DNE21+ V.14 (national)";"NoPOL_V4";"No policy";"national";"JPN";"-";"Budget|Emissions|CO2";49.5067891267862;"MtCO2";2050
"AIM V2.1";"NoPolicy_V4";"No policy";"global";"JPN";"-";"Budget|Emissions|CO2";65.5078948;"MtCO2";2050
"COPPE-COFFEE 1.0";"NoPolicy_V4";"No policy";"global";"JPN";"-";"Budget|Emissions|CO2";41.534024579;"MtCO2";2050
"DNE21+ V.14";"NoPolicy_V4";"No policy";"global";"JPN";"-";"Budget|Emissions|CO2";49.2883411328834;"MtCO2";2050
"IMAGE 3.0";"NoPolicy_V4";"No policy";"global";"JPN";"-";"Budget|Emissions|CO2";41.0821542192295;"MtCO2";2050
"POLES CDL";"NoPolicy_V4";"No policy";"global";"JPN";"-";"Budget|Emissions|CO2";38.5972488681641;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NoPolicy_V4";"No policy";"global";"JPN";"-";"Budget|Emissions|CO2";48.1930005;"MtCO2";2050
"AIM V2.1";"NPi_V4";"National policies";"global";"JPN";"NoPolicy_V4";"Budget|Emissions|CO2";60.0894276;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi_V4";"National policies";"global";"JPN";"NoPolicy_V4";"Budget|Emissions|CO2";41.464250761;"MtCO2";2050
"DNE21+ V.14";"NPi_V4";"National policies";"global";"JPN";"NoPolicy_V4";"Budget|Emissions|CO2";46.7292405707399;"MtCO2";2050
"GEM-E3";"NPi_V4";"National policies";"global";"JPN";"NoPolicy_V4";"Budget|Emissions|CO2";40.1187513778586;"MtCO2";2050
"IMAGE 3.0";"NPi_V4";"National policies";"global";"JPN";"NoPolicy_V4";"Budget|Emissions|CO2";40.8183649227375;"MtCO2";2050
"POLES CDL";"NPi_V4";"National policies";"global";"JPN";"NoPolicy_V4";"Budget|Emissions|CO2";37.9070152866211;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi_V4";"National policies";"global";"JPN";"NoPolicy_V4";"Budget|Emissions|CO2";45.9535682;"MtCO2";2050
"*AIM/Enduse[Japan]";"NPi_V4";"National policies";"national";"JPN";"NoPolicy_V4";"Budget|Emissions|CO2";46.044678524;"MtCO2";2050
"*DNE21+ V.14 (national)";"NPi_V4";"National policies";"national";"JPN";"NoPolicy_V4";"Budget|Emissions|CO2";45.5188307934529;"MtCO2";2050
"AIM V2.1";"NPi2020_1000_V4";"Carbon budget 1000";"global";"JPN";"NoPolicy_V4";"Budget|Emissions|CO2";42.56866;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"JPN";"NoPolicy_V4";"Budget|Emissions|CO2";29.801284655;"MtCO2";2050
"DNE21+ V.14";"NPi2020_1000_V4";"Carbon budget 1000";"global";"JPN";"NoPolicy_V4";"Budget|Emissions|CO2";35.0476847816487;"MtCO2";2050
"GEM-E3";"NPi2020_1000_V4";"Carbon budget 1000";"global";"JPN";"NoPolicy_V4";"Budget|Emissions|CO2";30.1417350891846;"MtCO2";2050
"IMAGE 3.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"JPN";"NoPolicy_V4";"Budget|Emissions|CO2";28.9118993047931;"MtCO2";2050
"POLES CDL";"NPi2020_1000_V4";"Carbon budget 1000";"global";"JPN";"NoPolicy_V4";"Budget|Emissions|CO2";31.3244604770508;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"JPN";"NoPolicy_V4";"Budget|Emissions|CO2";33.0710188;"MtCO2";2050
"AIM V2.1";"NPi2020_400_V4";"Carbon budget 400";"global";"JPN";"NoPolicy_V4";"Budget|Emissions|CO2";38.709975;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi2020_400_V4";"Carbon budget 400";"global";"JPN";"NoPolicy_V4";"Budget|Emissions|CO2";22.362224085;"MtCO2";2050
"DNE21+ V.14";"NPi2020_400_V4";"Carbon budget 400";"global";"JPN";"NoPolicy_V4";"Budget|Emissions|CO2";25.2542925147834;"MtCO2";2050
"GEM-E3";"NPi2020_400_V4";"Carbon budget 400";"global";"JPN";"NoPolicy_V4";"Budget|Emissions|CO2";26.9190866537729;"MtCO2";2050
"IMAGE 3.0";"NPi2020_400_V4";"Carbon budget 400";"global";"JPN";"NoPolicy_V4";"Budget|Emissions|CO2";21.0443830445665;"MtCO2";2050
"POLES CDL";"NPi2020_400_V4";"Carbon budget 400";"global";"JPN";"NoPolicy_V4";"Budget|Emissions|CO2";28.3013302890625;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi2020_400_V4";"Carbon budget 400";"global";"JPN";"NoPolicy_V4";"Budget|Emissions|CO2";29.5573603;"MtCO2";2050
"*AIM/Enduse[Japan]";"NPi2020_low_V4";"Carbon budget 1000";"national";"JPN";"NoPOL_V4";"Budget|Emissions|CO2";31.7445493751;"MtCO2";2050
"*DNE21+ V.14 (national)";"NPi2020_low_V4";"Carbon budget 1000";"national";"JPN";"NoPOL_V4";"Budget|Emissions|CO2";31.5256391267862;"MtCO2";2050
"AIM V2.1";"INDCi_V4";"NDC";"global";"USA";"NoPolicy_V4";"Budget|Emissions|CO2";218.5599889;"MtCO2";2050
"COPPE-COFFEE 1.0";"INDCi_V4";"NDC";"global";"USA";"NoPolicy_V4";"Budget|Emissions|CO2";203.305790093;"MtCO2";2050
"DNE21+ V.14";"INDCi_V4";"NDC";"global";"USA";"NoPolicy_V4";"Budget|Emissions|CO2";188.031578574807;"MtCO2";2050
"GEM-E3";"INDCi_V4";"NDC";"global";"USA";"NoPolicy_V4";"Budget|Emissions|CO2";189.769851221279;"MtCO2";2050
"IMAGE 3.0";"INDCi_V4";"NDC";"global";"USA";"NoPolicy_V4";"Budget|Emissions|CO2";163.074961074395;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"INDCi_V4";"NDC";"global";"USA";"NoPolicy_V4";"Budget|Emissions|CO2";206.621172111829;"MtCO2";2050
"POLES CDL";"INDCi_V4";"NDC";"global";"USA";"NoPolicy_V4";"Budget|Emissions|CO2";150.844142412109;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"INDCi_V4";"NDC";"global";"USA";"NoPolicy_V4";"Budget|Emissions|CO2";169.3335848;"MtCO2";2050
"WITCH2016";"INDCi_V4";"NDC";"global";"USA";"NoPolicy_V4";"Budget|Emissions|CO2";188.931394932378;"MtCO2";2050
"*GCAM-USA_CDLINKS";"NoPOL_V4";"No policy";"national";"USA";"-";"Budget|Emissions|CO2";229.584542647279;"MtCO2";2050
"AIM V2.1";"NoPolicy_V4";"No policy";"global";"USA";"-";"Budget|Emissions|CO2";320.3311223;"MtCO2";2050
"COPPE-COFFEE 1.0";"NoPolicy_V4";"No policy";"global";"USA";"-";"Budget|Emissions|CO2";245.830023576;"MtCO2";2050
"DNE21+ V.14";"NoPolicy_V4";"No policy";"global";"USA";"-";"Budget|Emissions|CO2";267.846200932363;"MtCO2";2050
"IMAGE 3.0";"NoPolicy_V4";"No policy";"global";"USA";"-";"Budget|Emissions|CO2";206.146200946475;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NoPolicy_V4";"No policy";"global";"USA";"-";"Budget|Emissions|CO2";269.837224277335;"MtCO2";2050
"POLES CDL";"NoPolicy_V4";"No policy";"global";"USA";"-";"Budget|Emissions|CO2";215.42307234375;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NoPolicy_V4";"No policy";"global";"USA";"-";"Budget|Emissions|CO2";277.0298254;"MtCO2";2050
"WITCH2016";"NoPolicy_V4";"No policy";"global";"USA";"-";"Budget|Emissions|CO2";240.776020000527;"MtCO2";2050
"AIM V2.1";"NPi_V4";"National policies";"global";"USA";"NoPolicy_V4";"Budget|Emissions|CO2";291.75553;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi_V4";"National policies";"global";"USA";"NoPolicy_V4";"Budget|Emissions|CO2";226.03171699;"MtCO2";2050
"DNE21+ V.14";"NPi_V4";"National policies";"global";"USA";"NoPolicy_V4";"Budget|Emissions|CO2";248.520443939577;"MtCO2";2050
"GEM-E3";"NPi_V4";"National policies";"global";"USA";"NoPolicy_V4";"Budget|Emissions|CO2";220.438078964829;"MtCO2";2050
"IMAGE 3.0";"NPi_V4";"National policies";"global";"USA";"NoPolicy_V4";"Budget|Emissions|CO2";171.474759984664;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NPi_V4";"National policies";"global";"USA";"NoPolicy_V4";"Budget|Emissions|CO2";247.764790062961;"MtCO2";2050
"POLES CDL";"NPi_V4";"National policies";"global";"USA";"NoPolicy_V4";"Budget|Emissions|CO2";207.76074421875;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi_V4";"National policies";"global";"USA";"NoPolicy_V4";"Budget|Emissions|CO2";201.9085657;"MtCO2";2050
"WITCH2016";"NPi_V4";"National policies";"global";"USA";"NoPolicy_V4";"Budget|Emissions|CO2";238.920959864107;"MtCO2";2050
"*GCAM-USA_CDLINKS";"NPi_V4";"National policies";"national";"USA";"NoPolicy_V4";"Budget|Emissions|CO2";206.751882159968;"MtCO2";2050
"AIM V2.1";"NPi2020_1000_V4";"Carbon budget 1000";"global";"USA";"NoPolicy_V4";"Budget|Emissions|CO2";178.1166755;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"USA";"NoPolicy_V4";"Budget|Emissions|CO2";179.65997348;"MtCO2";2050
"DNE21+ V.14";"NPi2020_1000_V4";"Carbon budget 1000";"global";"USA";"NoPolicy_V4";"Budget|Emissions|CO2";149.627573606409;"MtCO2";2050
"GEM-E3";"NPi2020_1000_V4";"Carbon budget 1000";"global";"USA";"NoPolicy_V4";"Budget|Emissions|CO2";144.882993785941;"MtCO2";2050
"IMAGE 3.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"USA";"NoPolicy_V4";"Budget|Emissions|CO2";121.053299276548;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"USA";"NoPolicy_V4";"Budget|Emissions|CO2";194.737307218249;"MtCO2";2050
"POLES CDL";"NPi2020_1000_V4";"Carbon budget 1000";"global";"USA";"NoPolicy_V4";"Budget|Emissions|CO2";147.529471086426;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"USA";"NoPolicy_V4";"Budget|Emissions|CO2";149.6850112;"MtCO2";2050
"WITCH2016";"NPi2020_1000_V4";"Carbon budget 1000";"global";"USA";"NoPolicy_V4";"Budget|Emissions|CO2";118.472172194573;"MtCO2";2050
"AIM V2.1";"NPi2020_400_V4";"Carbon budget 400";"global";"USA";"NoPolicy_V4";"Budget|Emissions|CO2";154.3823952;"MtCO2";2050
